COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	11
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	12
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	13
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	11
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	seattle_times.7755	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	11
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	12
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	reuters.276709	13
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	rt.com.113906	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	11
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	12
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	13
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	14
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	15
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	16
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	stv.tv.21636	17
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	1
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	2
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	3
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	4
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	5
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	6
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	7
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	8
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	9
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	10
COMET-Contrastive	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.12997	11
