GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	1
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	2
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	3
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	4
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	5
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	6
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	7
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	8
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	9
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	10
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	11
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	12
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	independent.281139	13
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	1
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	2
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	3
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	4
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	5
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	6
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	7
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	8
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	9
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	10
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	en.ndtv.com.13152	11
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	1
GCOMET-SWM	en-de	newstest2020	newstest2020	AFRL.1069	cnn.385674	2
