metric_name	cs-en	newstest2020	newstest2020	CUNI-DocTransformer.1457
metric_name	cs-en	newstest2020	newstest2020	CUNI-T2T-2018.1072
metric_name	cs-en	newstest2020	newstest2020	CUNI-Transformer.1081
metric_name	cs-en	newstest2020	newstest2020	OPPO.1481
metric_name	cs-en	newstest2020	newstest2020	Online-A.1570
metric_name	cs-en	newstest2020	newstest2020	Online-B.1586
metric_name	cs-en	newstest2020	newstest2020	Online-G.1552
metric_name	cs-en	newstest2020	newstest2020	Online-Z.1628
metric_name	cs-en	newstest2020	newstest2020	PROMT_NMT.76
metric_name	cs-en	newstest2020	newstest2020	SRPOL.1365
metric_name	cs-en	newstest2020	newstest2020	UEDIN-CUNI.1359
metric_name	cs-en	newstest2020	newstest2020	zlabs-nlp.1149
metric_name	de-en	newstest2020	newstest2020	Human-B.0
metric_name	de-en	newstest2020	newstest2020	Huoshan_Translate.789
metric_name	de-en	newstest2020	newstest2020	OPPO.1360
metric_name	de-en	newstest2020	newstest2020	Online-A.1571
metric_name	de-en	newstest2020	newstest2020	Online-B.1587
metric_name	de-en	newstest2020	newstest2020	Online-G.1553
metric_name	de-en	newstest2020	newstest2020	Online-Z.1629
metric_name	de-en	newstest2020	newstest2020	PROMT_NMT.77
metric_name	de-en	newstest2020	newstest2020	Tohoku-AIP-NTT.1442
metric_name	de-en	newstest2020	newstest2020	UEDIN.1066
metric_name	de-en	newstest2020	newstest2020	WMTBiomedBaseline.387
metric_name	de-en	newstest2020	newstest2020	yolo.1052
metric_name	de-en	newstest2020	newstest2020	zlabs-nlp.1153
metric_name	de-en	newstest2020	newstestB2020	Human-A.0
metric_name	de-en	newstest2020	newstestB2020	Huoshan_Translate.789
metric_name	de-en	newstest2020	newstestB2020	OPPO.1360
metric_name	de-en	newstest2020	newstestB2020	Online-A.1571
metric_name	de-en	newstest2020	newstestB2020	Online-B.1587
metric_name	de-en	newstest2020	newstestB2020	Online-G.1553
metric_name	de-en	newstest2020	newstestB2020	Online-Z.1629
metric_name	de-en	newstest2020	newstestB2020	PROMT_NMT.77
metric_name	de-en	newstest2020	newstestB2020	Tohoku-AIP-NTT.1442
metric_name	de-en	newstest2020	newstestB2020	UEDIN.1066
metric_name	de-en	newstest2020	newstestB2020	WMTBiomedBaseline.387
metric_name	de-en	newstest2020	newstestB2020	yolo.1052
metric_name	de-en	newstest2020	newstestB2020	zlabs-nlp.1153
metric_name	de-fr	newstest2020	newstest2020	Huoshan_Translate.1304
metric_name	de-fr	newstest2020	newstest2020	IIE.976
metric_name	de-fr	newstest2020	newstest2020	OPPO.1538
metric_name	de-fr	newstest2020	newstest2020	Online-A.1572
metric_name	de-fr	newstest2020	newstest2020	Online-B.1588
metric_name	de-fr	newstest2020	newstest2020	Online-G.1554
metric_name	en-cs	newstest2020	newstest2020	CUNI-DocTransformer.1450
metric_name	en-cs	newstest2020	newstest2020	CUNI-T2T-2018.1071
metric_name	en-cs	newstest2020	newstest2020	CUNI-Transformer.1080
metric_name	en-cs	newstest2020	newstest2020	OPPO.1121
metric_name	en-cs	newstest2020	newstest2020	Online-A.1573
metric_name	en-cs	newstest2020	newstest2020	Online-B.1589
metric_name	en-cs	newstest2020	newstest2020	Online-G.1555
metric_name	en-cs	newstest2020	newstest2020	Online-Z.1630
metric_name	en-cs	newstest2020	newstest2020	SRPOL.522
metric_name	en-cs	newstest2020	newstest2020	UEDIN-CUNI.1482
metric_name	en-cs	newstest2020	newstest2020	eTranslation.1048
metric_name	en-cs	newstest2020	newstest2020	zlabs-nlp.1151
metric_name	en-de	newstest2020	newstest2020	AFRL.1069
metric_name	en-de	newstest2020	newstest2020	Human-B.0
metric_name	en-de	newstest2020	newstest2020	Human-P.0
metric_name	en-de	newstest2020	newstest2020	Huoshan_Translate.832
metric_name	en-de	newstest2020	newstest2020	OPPO.1535
metric_name	en-de	newstest2020	newstest2020	Online-A.1574
metric_name	en-de	newstest2020	newstest2020	Online-B.1590
metric_name	en-de	newstest2020	newstest2020	Online-G.1556
metric_name	en-de	newstest2020	newstest2020	Online-Z.1631
metric_name	en-de	newstest2020	newstest2020	PROMT_NMT.73
metric_name	en-de	newstest2020	newstest2020	Tencent_Translation.1520
metric_name	en-de	newstest2020	newstest2020	Tohoku-AIP-NTT.890
metric_name	en-de	newstest2020	newstest2020	UEDIN.1136
metric_name	en-de	newstest2020	newstest2020	WMTBiomedBaseline.388
metric_name	en-de	newstest2020	newstest2020	eTranslation.737
metric_name	en-de	newstest2020	newstest2020	zlabs-nlp.179
metric_name	en-de	newstest2020	newstestB2020	AFRL.1069
metric_name	en-de	newstest2020	newstestB2020	Human-A.0
metric_name	en-de	newstest2020	newstestB2020	Human-P.0
metric_name	en-de	newstest2020	newstestB2020	Huoshan_Translate.832
metric_name	en-de	newstest2020	newstestB2020	OPPO.1535
metric_name	en-de	newstest2020	newstestB2020	Online-A.1574
metric_name	en-de	newstest2020	newstestB2020	Online-B.1590
metric_name	en-de	newstest2020	newstestB2020	Online-G.1556
metric_name	en-de	newstest2020	newstestB2020	Online-Z.1631
metric_name	en-de	newstest2020	newstestB2020	PROMT_NMT.73
metric_name	en-de	newstest2020	newstestB2020	Tencent_Translation.1520
metric_name	en-de	newstest2020	newstestB2020	Tohoku-AIP-NTT.890
metric_name	en-de	newstest2020	newstestB2020	UEDIN.1136
metric_name	en-de	newstest2020	newstestB2020	WMTBiomedBaseline.388
